,,Activation Date,Deactivation Date,Latitude,Longitude,Region,Site ID,Site Name
48_453_0004,798,1-Jan-71,24-Jun-83,30.271111,-97.733889,11,48_453_0004,Austin City-County Health Department
48_453_0005,799,1-Jan-72,24-Jun-83,30.236111,-97.766667,11,48_453_0005,Mollie Dawson School
48_453_0006,800,1-Jan-72,24-Jun-76,30.346944,-97.711667,11,48_453_0006,Research Blvd Fire Station
48_453_0007,801,1-Jan-72,31-Dec-76,30.2625,-97.694444,11,48_453_0007,Govalle Fire Station
48_453_0008,802,1-Jan-72,31-Dec-81,30.337222,-97.758333,11,48_453_0008,Balcones Drive Fire Station
48_453_0010,803,1-Jan-73,30-Dec-96,30.3125,-97.716389,11,48_453_0010,Ridgetop School
48_453_0011,804,1-Jan-73,31-Dec-81,30.212778,-97.7875,11,48_453_0011,Hunters Glen
48_453_0012,805,1-Jan-74,31-Dec-81,30.373611,-97.7375,11,48_453_0012,TACB Headquarters
48_453_0013,806,1-Jan-76,31-Dec-81,30.276389,-97.739444,11,48_453_0013,Lavaca &amp; 17th
48_453_0014,807,1-Jan-79,,30.3544356,-97.7602554,11,48_453_0014,Austin Northwest
48_453_0015,808,1-Jan-79,31-Dec-01,30.238889,-97.702778,11,48_453_0015,TCEQ-484530015
48_453_0016,809,1-Jan-81,14-Nov-99,30.265278,-97.709444,11,48_453_0016,Webberville Road
48_453_0017,810,1-Jun-88,19-May-98,30.264167,-97.746111,11,48_453_0017,AUSTIN DOWNTOWN C32
48_453_0020,811,28-Feb-97,,30.4831681,-97.8723005,11,48_453_0020,Austin Audubon Society
48_453_0021,812,29-Sep-99,,30.2632079,-97.7128831,11,48_453_0021,Austin Webberville Rd
48_453_0326,813,18-Feb-09,,30.2583319,-97.7203007,11,48_453_0326,Zavala Elementary
48_453_0613,814,10-Dec-02,3-Nov-06,30.418611,-97.601389,11,48_453_0613,PFLUGERVILLE WASTEWATER
48_453_1001,815,1-Jan-73,31-Dec-75,30.282778,-97.816667,11,48_453_1001,Camp Croft at Westlake High Road
48_453_1002,816,1-Jan-73,31-Dec-81,30.319444,-97.805556,11,48_453_1002,Mount Larson
48_453_1026,817,4-Sep-14,29-Oct-15,30.259506,-97.7209,11,48_453_1026,Austin 5th Street
48_453_1068,818,16-Apr-14,,30.35386,-97.69166,11,48_453_1068,Austin North Interstate 35
48_453_1603,819,16-Apr-14,,30.216397,-97.893744,11,48_453_1603,Gorzycki Middle School
48_453_1605,820,22-Jan-16,,30.228536,-97.754395,11,48_453_1605,St. Edwards University
48_453_5001,821,15-Sep-98,,30.3136111,-97.7613889,11,48_453_5001,Camp Mabry KATT
48_453_5003,822,17-Jun-04,,30.1944444,-97.67,11,48_453_5003,Austin Bergstrom KAUS
48_465_0002,823,1-Jan-74,31-Dec-78,29.375,-100.916667,16,48_465_0002,Del Rio Central Fire Station
48_465_0003,824,4-Aug-04,1-Aug-05,29.470833,-100.997778,16,48_465_0003,Lake Amistad
48_465_5017,825,1-Aug-05,,29.372778,-100.925833,16,48_465_5017,Del Rio KDRT
48_469_0001,826,1-Jan-75,1-Jan-81,28.820556,-96.984444,14,48_469_0001,Victoria Water Treatment Plant
48_469_0003,827,1-Apr-89,,28.8361697,-97.0055298,14,48_469_0003,Victoria
48_469_0004,828,19-Jul-00,23-Feb-06,28.7513889,-96.8536111,14,48_469_0004,Victoria Rabbit Run C602
48_469_0609,829,9-Jul-10,,28.89962,-96.78513,14,48_469_0609,Inez
48_471_0001,830,1-Jan-75,1-Jan-78,30.723333,-95.544722,12,48_471_0001,Huntsville Shop Building
48_471_5012,831,1-Aug-05,,30.755278,-95.587222,12,48_471_5012,Huntsville KUTS
48_473_0001,832,1-Jan-90,1-Jan-91,30.094444,-96.065833,12,48_473_0001,Texas Highway Department Yard
48_479_0001,833,1-Jan-67,31-Dec-74,27.525,-99.501389,16,48_479_0001,San Bernardo Avenue
48_479_0002,834,1-Jan-67,31-Dec-72,27.509722,-99.517222,16,48_479_0002,USEPA-484790002
48_479_0003,835,1-Jan-71,31-Dec-73,27.508333,-99.513889,16,48_479_0003,Fire Station #1
48_479_0004,836,1-Jan-71,31-Dec-72,27.508611,-99.480556,16,48_479_0004,Guadelupe
48_479_0005,837,1-Jan-71,31-Dec-73,27.416944,-99.479167,16,48_479_0005,Beulah Masterson School
48_479_0006,838,1-Jan-71,31-Dec-72,27.5125,-99.495833,16,48_479_0006,Saint Joseph Academy
48_479_0007,839,1-Jan-71,31-Dec-72,27.559722,-99.500278,16,48_479_0007,Highway Department
48_479_0008,840,1-Jan-71,31-Dec-72,27.538889,-99.511111,16,48_479_0008,Faria School
48_479_0009,841,1-Jan-71,31-Dec-72,27.507222,-99.506944,16,48_479_0009,Fort McIntosh
48_479_0010,842,1-Jan-71,31-Dec-72,27.519444,-99.494444,16,48_479_0010,New Health Building
48_479_0011,843,1-Jan-71,31-Dec-72,27.519444,-99.473611,16,48_479_0011,Fire Station #5
48_479_0012,844,1-Jan-71,31-Dec-72,27.500278,-99.466944,16,48_479_0012,Old Health Building
48_479_0013,845,1-Jan-76,31-Dec-81,27.558333,-99.500278,16,48_479_0013,North Highway Department
48_479_0014,846,1-Jan-83,29-May-89,27.519722,-99.49,16,48_479_0014,Cedar Street
48_479_0015,847,5-Apr-90,18-Nov-95,27.501389,-99.504167,16,48_479_0015,Laredo Junior College
48_479_0016,848,15-Feb-96,,27.5174485,-99.5152185,16,48_479_0016,Laredo Vidaurri
48_479_0017,849,21-Sep-99,,27.5018255,-99.5029843,16,48_479_0017,Laredo Bridge
48_479_0313,850,13-Aug-02,,27.599444,-99.533333,16,48_479_0313,World Trade Bridge
48_485_0001,851,1-Jan-61,31-Dec-80,33.910556,-98.495833,3,48_485_0001,USEPA-484850001
48_485_0002,852,1-Jan-67,30-Dec-96,33.915833,-98.505556,3,48_485_0002,Third Street
48_485_0315,853,14-Mar-05,24-Feb-14,33.8630221,-98.5717882,3,48_485_0315,Wichita Falls
48_485_0652,854,1-Aug-05,14-Feb-07,33.870278,-98.459722,3,48_485_0652,WICHITA FALLS   TEXAQSII
48_485_1508,855,19-Dec-13,,33.849304,-98.506096,3,48_485_1508,Wichita Falls MWSU
48_491_0674,856,2-Jun-06,31-Oct-10,30.532778,-97.685,11,48_491_0674,CAPCOG Round Rock
48_491_0690,857,20-Sep-07,,30.6664421,-97.734579,11,48_491_0690,CAPCOG Lake Georgetown
48_491_6602,858,18-May-11,,30.545706,-97.541794,11,48_491_6602,CAPCOG Hutto College Street
48_493_1038,859,18-Jul-13,,29.130675,-98.14806,13,48_493_1038,Floresville Hospital Boulevard
48_497_0001,860,1-Jan-75,26-Dec-82,33.219167,-97.760833,4,48_497_0001,Bridgeport Water Filtration Plant
48_497_0087,861,6-May-87,30-Sep-87,33.253333,-97.583333,4,48_497_0087,Decatur Airfield
48_497_0088,862,6-Oct-10,,33.221721,-97.584445,4,48_497_0088,Decatur Thompson
48_497_1001,863,1-Jan-83,27-Dec-84,33.291667,-97.659722,4,48_497_1001,Chico High School
48_497_1064,864,12-Nov-12,,33.044028,-97.486618,4,48_497_1064,Rhome Seven Hills Road
80_006_0001,865,4-Jun-90,31-Dec-98,31.718611,-106.396111,NA,80_006_0001,NE of Ave De La Industria &amp; Thomas Fernandez Intersection
80_006_0002,866,4-Jun-90,18-Jun-07,31.731389,-106.428889,NA,80_006_0002,Pestalozzi
80_006_0003,867,4-Jun-90,30-Jun-09,31.638056,-106.443056,NA,80_006_0003,Zenco
80_006_0004,868,4-Jun-90,,31.689722,-106.459722,NA,80_006_0004,CD Juarez Advance
80_006_0005,869,1-Jul-10,,31.654,-106.3545,NA,80_006_0005,Benito Juarez Police Station
80_006_0006,870,22-Jul-96,,31.735556,-106.459722,NA,80_006_0006,CD Juarez 20 30 Club
80_006_0007,871,28-Feb-95,,31.712222,-106.395278,NA,80_006_0007,CD Juarez Delphi
80_006_0010,872,17-Nov-03,23-Feb-04,29.5311,-104.4153,NA,80_006_0010,Presidentia Municipal/City Hall
80_006_0011,873,12-Aug-10,,31.66127,-106.4542,NA,80_006_0011,Ninez Mexicana Juarez
